Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Operational_Hours_Est,Expected_Lifespan_Est,MTBF,Cost_Per_Hour,Lifespan_Usage_Ratio,Risk_Class,Risk_Class_Label
MD02915,Defibrillator,13-02-2016,9,ScanPro,Model-150,Italy,17249.31483,10.6300533,5,1,3,data lag caused operational delay; replacement initiated. critical failure system crash,79879,12,80865.52985,0.302701803,0.570408724,Medium Risk,1
MD02916,PET Scanner,21-09-2023,2,ImagingTech,Model-500,Canada,11045.23757,12.54947441,1,2,2,Routine check completed; voltage spike observed during diagnostics. reviewed logs driver update applied,16265,12,7616.48458,0.605318105,0.173744269,High Risk,2
MD02917,MRI Scanner,06-08-2015,10,MedEquip,Model-600,UK,6444.726476,10.86931485,2,1,1,sensor misalignment caused operational delay; replacement initiated. log cleaned stable condition,90293,12,87954.23771,0.090514429,0.687052958,Medium Risk,1
MD02918,CT Scanner,24-09-2013,12,ScanPro,Model-650,UK,5589.825872,8.828784678,5,3,1,Component component upgrade after detecting voltage spike; functionality restored. quick fix stable condition,105979,12,36067.77559,0.005225687,0.968142271,Medium Risk,1
MD02919,CT Scanner,28-09-2014,11,ScanPro,Model-150,USA,14248.31325,8.776903074,2,2,3,software crash caused operational delay; system reset initiated. data loss system crash,98688,12,48688.95709,0.241932307,0.980483947,Medium Risk,1
MD02920,Defibrillator,21-08-2018,7,MedEquip,Model-500,Canada,167.5189299,2.172098856,4,2,2,battery wear caused operational delay; component upgrade initiated. moderate delay average severity report,60643,12,30356.31695,0.058522443,0.490258918,Medium Risk,1
MD02921,X-Ray Machine,11-09-2019,6,ImagingTech,Model-200,France,16990.22421,13.49102604,2,0,3,Routine check completed; circuit failure observed during diagnostics. data loss critical failure,50221,12,26370.61257,0.382821327,0.612969081,Low Risk,0
MD02922,CT Scanner,19-04-2015,10,UltraMed,Model-550,France,10870.18652,5.675518049,3,1,3,System performance degraded due to abnormal sound; mitigation via firmware update. sensor replaced system crash,86489,12,87830.46171,0.170427086,0.758781661,Medium Risk,1
MD02923,PET Scanner,18-06-2022,3,RescueTech,Model-550,France,20994.61101,28.25581028,1,2,3,abnormal sound caused operational delay; recalibration initiated. data loss system crash,27927,12,12211.63574,0.657957561,0.096335958,High Risk,2
MD02924,Defibrillator,28-06-2020,5,MedEquip,Model-250,Japan,5431.38053,5.116991794,2,2,1,Component recalibration after detecting software crash; functionality restored. minor issue minor issue,42434,12,22003.16018,0.172980418,0.373550185,Medium Risk,1
MD02925,Defibrillator,02-05-2023,2,MedEquip,Model-450,USA,13093.77807,2.878573455,4,2,2,sensor misalignment caused operational delay; replacement initiated. driver update driver update applied,19793,12,7120.935712,0.630333739,0.199454212,High Risk,2
MD02926,MRI Scanner,21-07-2021,4,MedEquip,Model-100,USA,3763.860681,1.854033754,3,2,1,Component firmware update after detecting data lag; functionality restored. minor issue low priority fault,34238,12,20098.95378,0.010426974,0.412028115,Medium Risk,1
MD02927,Infusion Pump,10-04-2017,8,ScanPro,Model-650,UK,6718.12021,16.62213156,2,4,2,System performance degraded due to voltage spike; mitigation via system reset. moderate delay average severity report,70822,12,16924.84671,0.218017572,0.703286637,Medium Risk,1
MD02928,PET Scanner,29-08-2023,2,ImagingTech,Model-300,UK,16735.80167,26.36382729,3,4,3,Component inspection after detecting overheating; functionality restored. data loss high priority failure,18049,12,4873.712474,0.943239956,0.341824816,High Risk,2
MD02929,MRI Scanner,26-07-2021,4,MedEquip,Model-200,France,16355.33315,19.42438845,3,3,3,Routine check completed; battery wear observed during diagnostics. reboot failed urgent inspection needed,34813,12,11811.63115,0.31992175,0.351662068,High Risk,2
MD02930,PET Scanner,29-08-2017,8,MedEquip,Model-350,France,15502.41367,16.03458387,4,3,3,System performance degraded due to overheating; mitigation via replacement. critical failure critical malfunction,69862,12,23376.77782,0.156647929,0.612707376,Medium Risk,1
MD02931,PET Scanner,13-05-2019,6,RescueTech,Model-450,Japan,5682.655598,1.907265189,2,4,1,Routine check completed; abnormal sound observed during diagnostics. minor issue stable condition,51396,12,13726.31081,0.189724497,0.49354834,Medium Risk,1
MD02932,X-Ray Machine,12-09-2019,6,MedEquip,Model-150,Japan,-4472.546937,11.58054426,4,3,2,abnormal sound caused operational delay; system reset initiated. component issue moderate delay,55482,12,18705.88443,-0.128876068,0.369033732,Medium Risk,1
MD02933,Defibrillator,10-11-2023,2,ImagingTech,Model-550,Canada,8080.281892,6.372300965,3,3,1,Component inspection after detecting software crash; functionality restored. quick fix log file cleared,18441,12,5841.041223,0.572941637,0.24943877,Medium Risk,1
MD02934,Defibrillator,10-01-2016,9,UltraMed,Model-400,France,11617.28238,13.85009327,4,3,3,System performance degraded due to sensor misalignment; mitigation via software patch. critical failure emergency shutdown,76788,12,27114.7717,0.242695301,0.610620749,Medium Risk,1
MD02935,MRI Scanner,04-08-2015,10,UltraMed,Model-250,Italy,11080.67692,18.62818415,1,2,3,Component recalibration after detecting data lag; functionality restored. reboot failed system crash,85919,12,44249.09897,0.233393713,0.728921326,Medium Risk,1
MD02936,MRI Scanner,16-05-2019,6,CardioSync,Model-150,Japan,2696.278265,4.286345942,2,2,2,Routine check completed; battery wear observed during diagnostics. component issue average severity report,53498,12,24678.73384,0.117419727,0.48551957,Medium Risk,1
MD02937,MRI Scanner,01-07-2014,11,CardioSync,Model-250,Italy,11925.50634,3.696710275,2,4,2,System performance degraded due to data lag; mitigation via inspection. component issue driver update applied,96546,12,24025.30156,-0.005038364,0.820839749,Medium Risk,1
MD02938,MRI Scanner,24-08-2021,4,ImagingTech,Model-450,USA,5332.079545,7.473224135,1,6,1,System performance degraded due to voltage spike; mitigation via system reset. software reset routine reset,32721,12,5489.21333,0.121295759,0.369787628,Medium Risk,1
MD02939,Defibrillator,24-07-2016,9,CardioSync,Model-650,France,3312.995657,15.45853713,1,0,3,overheating caused operational delay; recalibration initiated. reboot failed urgent inspection needed,82564,12,26901.25782,0.082648265,0.778246365,Low Risk,0
MD02940,Defibrillator,13-09-2023,2,ScanPro,Model-100,UK,5639.826787,7.000803228,1,2,2,Component inspection after detecting battery wear; functionality restored. component issue non-critical warning,13850,12,9482.278305,0.267163509,0.2384577,Medium Risk,1
MD02941,PET Scanner,14-05-2018,7,ScanPro,Model-400,Canada,23398.68239,15.2185422,1,1,3,battery wear caused operational delay; system reset initiated. data loss critical failure,60878,12,61374.78116,0.432423787,0.640427151,Medium Risk,1
MD02942,X-Ray Machine,26-04-2014,11,ImagingTech,Model-550,Japan,9954.530579,6.232808492,2,4,3,Component firmware update after detecting overheating; functionality restored. data loss high priority failure,96585,12,24455.80065,0.210759621,0.938504109,Medium Risk,1
MD02943,X-Ray Machine,22-08-2020,5,RescueTech,Model-500,Italy,8308.159954,19.16594389,1,2,3,Component replacement after detecting abnormal sound; functionality restored. sensor replaced emergency shutdown,43053,12,22000.39969,0.077648088,0.407977169,Medium Risk,1
MD02944,Infusion Pump,01-06-2021,4,MedEquip,Model-500,Japan,6790.785023,14.34587919,5,4,2,Routine check completed; software crash observed during diagnostics. reviewed logs component review,36423,12,8013.8675,0.014746657,0.403035112,Medium Risk,1
MD02945,CT Scanner,06-11-2015,10,MedEquip,Model-350,France,17026.46996,15.57093572,4,3,3,Routine check completed; data lag observed during diagnostics. reboot failed critical failure,88511,12,30569.94282,0.206202902,0.832901914,Medium Risk,1
MD02946,Defibrillator,07-09-2015,10,RescueTech,Model-400,France,1426.651772,2.511563141,4,0,1,Routine check completed; voltage spike observed during diagnostics. quick fix log file cleared,87996,12,26897.37457,0.270318421,0.97295467,Low Risk,0
MD02947,X-Ray Machine,27-08-2018,7,UltraMed,Model-200,Canada,6040.11174,3.681088423,3,4,1,System performance degraded due to sensor misalignment; mitigation via component upgrade. quick fix system check passed,61419,12,17489.7748,0.087886701,0.672433309,Medium Risk,1
MD02948,X-Ray Machine,18-03-2016,9,RescueTech,Model-200,France,994.8843684,6.753560187,1,2,2,Routine check completed; abnormal sound observed during diagnostics. moderate delay average severity report,79784,12,39148.6425,-0.115800018,0.722442651,Medium Risk,1
MD02949,Defibrillator,03-01-2021,4,MedEquip,Model-550,UK,11075.79354,4.027450613,3,1,3,voltage spike caused operational delay; recalibration initiated. data loss critical malfunction,34948,12,34313.25195,0.38397461,0.451795569,Medium Risk,1
MD02950,Infusion Pump,11-07-2021,4,RescueTech,Model-250,Italy,7394.457032,8.280773767,1,2,2,sensor misalignment caused operational delay; component upgrade initiated. moderate delay performance warning,33142,12,15011.57069,0.240108894,0.483438485,Medium Risk,1
MD02951,CT Scanner,29-12-2016,9,MedEquip,Model-300,Canada,3172.625535,19.5491557,4,0,3,circuit failure caused operational delay; replacement initiated. data loss emergency shutdown,80382,12,28921.99536,0.09941209,0.961732783,Low Risk,0
MD02952,Defibrillator,16-09-2013,12,MedEquip,Model-600,Canada,7878.383365,17.79324786,2,3,2,voltage spike caused operational delay; component upgrade initiated. moderate delay moderate delay,107748,12,35615.58784,0.294908482,1.113296412,Medium Risk,1
MD02953,PET Scanner,21-10-2014,11,CardioSync,Model-150,Canada,6278.262704,8.399564317,1,1,2,Component firmware update after detecting abnormal sound; functionality restored. reviewed logs moderate delay,96676,12,97240.52981,-0.053815592,0.809730316,Medium Risk,1
MD02954,MRI Scanner,16-07-2020,5,RescueTech,Model-300,UK,6223.377002,15.99520293,4,5,2,data lag caused operational delay; component upgrade initiated. reviewed logs device required inspection,44145,12,10724.28677,0.214156511,0.320818383,Medium Risk,1
MD02955,Defibrillator,05-11-2014,11,MedEquip,Model-550,Italy,4967.610764,2.479464403,1,3,1,software crash caused operational delay; replacement initiated. minor issue stable condition,96510,12,32265.71389,0.05200896,0.811534988,Medium Risk,1
MD02956,PET Scanner,18-02-2023,2,CardioSync,Model-100,Italy,7357.873254,21.17691662,5,3,3,overheating caused operational delay; inspection initiated. critical failure critical malfunction,15891,12,4995.148018,0.479957589,0.267162405,Medium Risk,1
MD02957,X-Ray Machine,15-04-2018,7,ImagingTech,Model-100,Italy,12448.42901,18.34258462,3,1,2,Component inspection after detecting overheating; functionality restored. reviewed logs non-critical warning,60766,12,62354.87007,0.130460402,0.837346242,Medium Risk,1
MD02958,Infusion Pump,30-03-2021,4,ImagingTech,Model-400,Canada,3122.191116,9.519930058,3,4,1,Routine check completed; battery wear observed during diagnostics. software reset stable condition,36345,12,8475.319856,-0.048898942,0.369854914,Medium Risk,1
MD02959,CT Scanner,18-10-2023,2,MedEquip,Model-100,USA,2576.163499,5.958843947,4,2,1,Component system reset after detecting overheating; functionality restored. quick fix routine reset,18074,12,6624.825975,0.315142313,0.170899437,Medium Risk,1
MD02960,Infusion Pump,03-03-2022,3,CardioSync,Model-300,USA,7602.301386,8.372067878,1,3,2,Routine check completed; data lag observed during diagnostics. moderate delay moderate delay,28864,12,10508.19708,0.461668854,0.300247122,Medium Risk,1
MD02961,MRI Scanner,12-05-2021,4,CardioSync,Model-550,Italy,14697.40985,9.186118257,1,2,2,battery wear caused operational delay; firmware update initiated. moderate delay component review,36279,12,16225.75651,0.61990223,0.390217297,High Risk,2
MD02962,PET Scanner,05-03-2023,2,ScanPro,Model-400,France,17267.9628,28.55370059,2,1,3,Component inspection after detecting software crash; functionality restored. sensor replaced sensor replacement,17158,12,16642.61929,0.919914045,0.293234042,High Risk,2
MD02963,PET Scanner,17-12-2019,6,ScanPro,Model-100,France,6388.834701,8.644167868,4,1,1,Routine check completed; data lag observed during diagnostics. log cleaned stable condition,53700,12,53449.19995,0.105212109,0.441377698,Medium Risk,1
MD02964,X-Ray Machine,12-03-2015,10,UltraMed,Model-400,Japan,5069.705837,15.34670884,4,1,2,Component recalibration after detecting data lag; functionality restored. component issue device required inspection,87532,12,85240.41279,0.185342651,0.879052285,Medium Risk,1
MD02965,MRI Scanner,05-11-2023,2,ScanPro,Model-500,Italy,-628.0499605,11.52354607,2,2,2,Routine check completed; overheating observed during diagnostics. reviewed logs performance warning,15442,12,8849.504802,-0.054543309,0.248452505,Medium Risk,1
MD02966,PET Scanner,21-02-2022,3,ScanPro,Model-200,Canada,1240.18736,3.334560054,2,1,2,Routine check completed; sensor misalignment observed during diagnostics. component issue performance warning,27939,12,26553.14712,-0.012611765,0.275292011,Medium Risk,1
MD02967,X-Ray Machine,03-04-2016,9,ScanPro,Model-350,USA,5106.791272,1.860661547,2,1,1,Routine check completed; data lag observed during diagnostics. software reset routine reset,79753,12,80063.96583,0.103811967,0.593728304,Medium Risk,1
MD02968,MRI Scanner,01-02-2021,4,RescueTech,Model-200,Italy,6173.135663,8.218226154,2,3,1,Routine check completed; abnormal sound observed during diagnostics. minor issue routine reset,39331,12,12363.30989,0.048668676,0.145000961,Medium Risk,1
MD02969,MRI Scanner,22-04-2020,5,UltraMed,Model-500,France,8567.638918,7.327329231,5,0,2,Component system reset after detecting battery wear; functionality restored. reviewed logs average severity report,43265,12,27105.35915,0.011381022,0.278642079,Low Risk,0
MD02970,Infusion Pump,19-06-2021,4,UltraMed,Model-500,UK,6208.83888,21.5309388,1,0,3,System performance degraded due to circuit failure; mitigation via component upgrade. sensor replaced system crash,36268,12,27305.09578,0.425463122,0.44417721,Low Risk,0
MD02971,Infusion Pump,10-10-2023,2,ImagingTech,Model-300,Canada,6669.927684,3.506069765,2,2,1,software crash caused operational delay; system reset initiated. minor issue low priority fault,16702,12,10446.98218,0.352664241,0.324084331,Medium Risk,1
MD02972,PET Scanner,25-06-2015,10,CardioSync,Model-350,UK,8825.10811,4.603371158,5,2,2,System performance degraded due to circuit failure; mitigation via component upgrade. moderate delay non-critical warning,86607,12,43242.91115,0.186781764,0.723310749,Medium Risk,1
MD02973,MRI Scanner,28-01-2018,7,ScanPro,Model-650,Canada,4795.946945,1.020245735,5,5,1,abnormal sound caused operational delay; recalibration initiated. log cleaned quick fix,64766,12,11085.054,0.051094099,0.664748046,Medium Risk,1
MD02974,X-Ray Machine,17-10-2017,8,RescueTech,Model-500,USA,1834.975405,8.907713002,4,2,1,Component recalibration after detecting sensor misalignment; functionality restored. quick fix routine reset,67428,12,33922.142,0.059708304,0.463084776,Medium Risk,1
MD02975,CT Scanner,27-06-2017,8,UltraMed,Model-100,UK,3208.014254,2.697271477,1,1,1,Component software patch after detecting circuit failure; functionality restored. software reset minor issue,70235,12,70785.01972,0.05777685,0.604697223,Medium Risk,1
MD02976,Infusion Pump,04-03-2018,7,RescueTech,Model-650,France,6093.828906,7.321691522,4,1,1,voltage spike caused operational delay; inspection initiated. log cleaned log file cleared,63940,12,60962.45544,-0.055678153,0.620274464,Medium Risk,1
MD02977,Infusion Pump,11-03-2014,11,UltraMed,Model-350,Italy,14959.89275,13.36392675,3,2,3,Component firmware update after detecting voltage spike; functionality restored. data loss system crash,94419,12,47455.99878,0.094161763,1.000595503,Medium Risk,1
MD02978,X-Ray Machine,08-10-2021,4,ImagingTech,Model-550,USA,7930.166217,21.23560187,2,2,3,System performance degraded due to software crash; mitigation via recalibration. data loss critical malfunction,34534,12,18746.87195,0.301513251,0.265686779,Medium Risk,1
MD02979,Defibrillator,07-09-2017,8,MedEquip,Model-500,UK,4241.734386,13.24856218,3,3,3,Routine check completed; data lag observed during diagnostics. sensor replaced sensor replacement,71539,12,24003.91182,0.097337154,0.656114866,Medium Risk,1
MD02980,Infusion Pump,17-02-2021,4,RescueTech,Model-650,Canada,9130.653075,14.5733791,5,2,2,Routine check completed; data lag observed during diagnostics. component issue moderate delay,33570,12,19327.65871,0.267898046,0.32635113,Medium Risk,1
MD02981,CT Scanner,19-04-2014,11,MedEquip,Model-450,France,10138.71304,10.95417055,2,2,2,System performance degraded due to data lag; mitigation via firmware update. component issue driver update applied,97015,12,48480.82378,-0.099228404,0.783173741,Medium Risk,1
MD02982,CT Scanner,24-09-2020,5,RescueTech,Model-500,UK,12211.69554,4.937740527,5,2,3,System performance degraded due to abnormal sound; mitigation via firmware update. reboot failed emergency shutdown,42901,12,22521.46915,0.332510713,0.521701455,High Risk,2
MD02983,Defibrillator,18-06-2013,12,MedEquip,Model-400,France,17067.31426,9.27191905,5,1,3,Routine check completed; sensor misalignment observed during diagnostics. sensor replaced system crash,107175,12,104631.785,0.112530037,1.019313185,Medium Risk,1
MD02984,Defibrillator,04-10-2016,9,RescueTech,Model-200,Japan,9956.403126,5.358829149,2,2,2,Component recalibration after detecting data lag; functionality restored. reviewed logs component review,80846,12,36938.52331,0.065515317,0.670240975,Medium Risk,1
MD02985,Defibrillator,14-12-2018,7,RescueTech,Model-450,USA,16839.81743,17.23083697,3,5,3,System performance degraded due to voltage spike; mitigation via recalibration. data loss emergency shutdown,60852,12,11625.45016,0.191288537,0.576903247,High Risk,2
MD02986,PET Scanner,24-05-2021,4,CardioSync,Model-200,Canada,8284.676885,13.92657599,4,1,2,System performance degraded due to sensor misalignment; mitigation via system reset. reviewed logs device required inspection,31253,12,34171.80258,0.256081942,0.443268082,Medium Risk,1
MD02987,MRI Scanner,09-05-2018,7,RescueTech,Model-500,France,1904.623665,3.476486672,5,0,1,Component replacement after detecting sensor misalignment; functionality restored. software reset stable condition,62234,12,24694.93662,0.021877562,0.50284448,Low Risk,0
MD02988,PET Scanner,14-08-2022,3,ImagingTech,Model-450,USA,5751.562115,4.851286894,2,2,1,battery wear caused operational delay; inspection initiated. log cleaned log file cleared,27897,12,13331.57989,0.176903441,0.135052841,Medium Risk,1
MD02989,MRI Scanner,03-08-2018,7,ImagingTech,Model-400,UK,2162.951414,3.933049432,4,2,2,abnormal sound caused operational delay; recalibration initiated. moderate delay device required inspection,62245,12,31721.52209,0.172059197,0.47268926,Medium Risk,1
MD02990,X-Ray Machine,30-01-2022,3,UltraMed,Model-450,France,10357.07554,4.792294922,3,1,2,System performance degraded due to sensor misalignment; mitigation via recalibration. driver update average severity report,27029,12,25728.69147,0.403092705,0.490168452,Medium Risk,1
MD02991,MRI Scanner,03-12-2018,7,ImagingTech,Model-450,France,3856.890968,9.574178468,5,3,1,Routine check completed; abnormal sound observed during diagnostics. quick fix minor issue,61884,12,20890.47477,-0.084490619,0.67221772,Medium Risk,1
MD02992,Defibrillator,09-08-2013,12,UltraMed,Model-550,France,4603.235696,16.77563072,5,2,2,System performance degraded due to abnormal sound; mitigation via software patch. reviewed logs performance warning,104842,12,51884.88622,-0.023854271,0.902170308,Medium Risk,1
MD02993,Infusion Pump,25-02-2018,7,ImagingTech,Model-400,Canada,8086.250123,11.06340639,1,4,2,data lag caused operational delay; inspection initiated. driver update moderate delay,60454,12,15144.66386,0.152618078,0.594583087,Medium Risk,1
MD02994,MRI Scanner,20-06-2016,9,CardioSync,Model-250,France,7150.871104,7.775363828,3,4,2,Routine check completed; software crash observed during diagnostics. driver update average severity report,79084,12,19003.68617,0.153624206,0.775335438,Medium Risk,1
MD02995,Defibrillator,31-05-2017,8,UltraMed,Model-250,Italy,17330.05787,7.876895971,3,1,3,Component replacement after detecting battery wear; functionality restored. data loss critical failure,69935,12,70425.46793,0.145488052,0.672422092,Medium Risk,1
MD02996,Defibrillator,15-02-2016,9,CardioSync,Model-100,Italy,1330.651709,2.238450856,4,3,1,System performance degraded due to circuit failure; mitigation via firmware update. quick fix stable condition,79970,12,26955.15271,-0.086171859,0.692930559,Medium Risk,1
MD02997,MRI Scanner,13-04-2021,4,ScanPro,Model-400,USA,5649.664164,1.011055017,3,0,1,overheating caused operational delay; system reset initiated. quick fix low priority fault,34028,12,28270.46565,0.215003985,0.193809568,Low Risk,0
MD02998,PET Scanner,12-06-2018,7,RescueTech,Model-150,UK,9215.522085,18.67251252,2,2,2,battery wear caused operational delay; recalibration initiated. moderate delay non-critical warning,60889,12,29990.7412,0.159020816,0.510748249,Medium Risk,1
MD02999,X-Ray Machine,27-09-2022,3,CardioSync,Model-150,France,2934.857902,9.230704807,1,3,1,Component inspection after detecting abnormal sound; functionality restored. quick fix stable condition,26555,12,8508.325028,0.150881452,0.198631333,Medium Risk,1
MD03000,MRI Scanner,15-07-2018,7,ScanPro,Model-200,Italy,5135.470788,6.522351634,1,3,1,Routine check completed; software crash observed during diagnostics. minor issue quick fix,60420,12,21749.22774,0.013101577,0.666097838,Medium Risk,1
MD03001,CT Scanner,12-06-2017,8,RescueTech,Model-400,Canada,4186.086257,6.745980929,4,2,2,abnormal sound caused operational delay; recalibration initiated. moderate delay performance warning,68299,12,34642.73373,0.139622553,0.683716054,Medium Risk,1
MD03002,PET Scanner,16-04-2019,6,MedEquip,Model-600,UK,2698.445009,1.861409709,1,3,1,Routine check completed; abnormal sound observed during diagnostics. software reset log file cleared,53601,12,18104.26053,0.127938022,0.555628272,Medium Risk,1
MD03003,MRI Scanner,14-01-2024,1,RescueTech,Model-650,UK,4933.569588,6.803471957,2,3,1,sensor misalignment caused operational delay; firmware update initiated. log cleaned minor issue,7093,12,2331.978298,0.597425631,-0.029270271,Medium Risk,1
MD03004,Infusion Pump,09-08-2023,2,ImagingTech,Model-500,UK,1911.730547,6.239985696,5,1,1,System performance degraded due to circuit failure; mitigation via recalibration. quick fix system check passed,17923,12,17978.29025,0.072198974,0.141563639,Medium Risk,1
MD03005,Infusion Pump,06-05-2020,5,CardioSync,Model-500,Japan,9000.237618,2.053915238,5,2,1,Component firmware update after detecting sensor misalignment; functionality restored. software reset system check passed,44683,12,22594.15782,0.151742798,0.522032504,Medium Risk,1
MD03006,MRI Scanner,12-04-2021,4,RescueTech,Model-400,UK,10050.50439,5.385365979,1,2,2,Component recalibration after detecting circuit failure; functionality restored. reviewed logs non-critical warning,37155,12,19037.12335,0.260046237,0.205856436,Medium Risk,1
MD03007,MRI Scanner,09-10-2017,8,UltraMed,Model-550,UK,5541.116017,8.87214534,2,2,1,Routine check completed; data lag observed during diagnostics. minor issue routine reset,73422,12,34150.31362,-0.100382712,0.835719094,Medium Risk,1
MD03008,CT Scanner,19-11-2019,6,MedEquip,Model-450,France,5092.654435,4.868411576,5,0,1,System performance degraded due to overheating; mitigation via firmware update. quick fix routine reset,54530,12,26848.82328,0.054969852,0.511354712,Low Risk,0
MD03009,PET Scanner,08-04-2020,5,RescueTech,Model-450,France,8856.608065,8.405985294,4,1,2,System performance degraded due to overheating; mitigation via recalibration. reviewed logs device required inspection,42960,12,43634.34932,0.283823908,0.481423515,Medium Risk,1
MD03010,Defibrillator,20-04-2014,11,ImagingTech,Model-250,USA,3610.1381,4.049809966,2,2,1,Component inspection after detecting circuit failure; functionality restored. quick fix stable condition,96087,12,46270.29235,-0.044720905,0.726206616,Medium Risk,1
MD03011,Defibrillator,03-09-2017,8,UltraMed,Model-350,France,16097.59145,18.34287921,1,1,3,Component inspection after detecting abnormal sound; functionality restored. critical failure critical failure,70639,12,69352.53567,0.408532626,0.738890175,Medium Risk,1
MD03012,CT Scanner,29-12-2016,9,ImagingTech,Model-650,Japan,23468.08137,19.15867498,5,2,3,overheating caused operational delay; inspection initiated. critical failure urgent inspection needed,78894,12,38548.83642,0.168502407,0.663089536,Medium Risk,1
MD03013,Defibrillator,06-07-2022,3,UltraMed,Model-500,France,6365.174857,8.300642224,5,1,1,System performance degraded due to sensor misalignment; mitigation via firmware update. quick fix routine reset,26632,12,26778.2652,0.159366603,0.25747459,Medium Risk,1
MD03014,X-Ray Machine,15-03-2015,10,UltraMed,Model-100,Japan,6949.718146,27.44300698,1,0,3,Routine check completed; data lag observed during diagnostics. sensor replaced urgent inspection needed,89468,12,25260.82578,0.006217241,0.713653693,Low Risk,0
MD03015,CT Scanner,03-03-2017,8,RescueTech,Model-550,USA,11538.31495,9.659618656,3,2,3,battery wear caused operational delay; recalibration initiated. reboot failed high priority failure,70397,12,35145.98267,0.224428012,0.767150916,Medium Risk,1
MD03016,CT Scanner,21-08-2015,10,RescueTech,Model-650,USA,7448.666493,19.16535382,4,3,3,System performance degraded due to software crash; mitigation via component upgrade. data loss hardware fault,89005,12,29214.98648,0.048812715,0.727804869,Medium Risk,1
MD03017,X-Ray Machine,11-03-2023,2,MedEquip,Model-300,France,14019.32291,4.814054528,1,1,3,System performance degraded due to software crash; mitigation via replacement. data loss critical malfunction,16086,12,18274.61736,0.674106816,0.213943844,High Risk,2
MD03018,MRI Scanner,15-02-2016,9,CardioSync,Model-600,UK,10868.06996,11.74439759,1,1,2,overheating caused operational delay; recalibration initiated. component issue moderate delay,79642,12,78284.23785,0.19084625,0.786300402,Medium Risk,1
MD03019,X-Ray Machine,09-03-2014,11,RescueTech,Model-300,Japan,8760.900771,11.88815991,1,4,2,Component software patch after detecting circuit failure; functionality restored. moderate delay average severity report,94170,12,22367.0595,0.113932161,0.943894571,Medium Risk,1
MD03020,Infusion Pump,27-02-2018,7,CardioSync,Model-250,Japan,7047.54924,11.62888263,3,1,2,System performance degraded due to voltage spike; mitigation via recalibration. driver update moderate delay,63003,12,62398.20582,0.034947198,0.56540298,Medium Risk,1
MD03021,Defibrillator,20-08-2023,2,UltraMed,Model-250,USA,5339.263855,10.07434685,1,1,2,overheating caused operational delay; system reset initiated. reviewed logs moderate delay,17391,12,16866.54922,0.488293959,0.22181594,Medium Risk,1
MD03022,MRI Scanner,12-11-2022,3,CardioSync,Model-200,Canada,23544.59032,21.77552078,5,2,3,System performance degraded due to circuit failure; mitigation via inspection. sensor replaced system crash,24492,12,14419.285,0.960024541,0.244312621,High Risk,2
MD03023,Defibrillator,19-03-2019,6,ScanPro,Model-100,Japan,9845.484862,11.85172142,2,1,2,software crash caused operational delay; recalibration initiated. reviewed logs performance warning,52300,12,52537.47083,0.246011343,0.47355265,Medium Risk,1
MD03024,CT Scanner,24-05-2019,6,RescueTech,Model-150,USA,7802.517915,12.15388866,4,1,2,battery wear caused operational delay; system reset initiated. driver update device required inspection,53345,12,52640.74343,0.073521486,0.573978261,Medium Risk,1
MD03025,Infusion Pump,30-09-2021,4,RescueTech,Model-450,UK,23350.80259,10.68007337,3,4,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced sensor replacement,33446,12,9468.367511,0.56194583,0.538574592,High Risk,2
MD03026,PET Scanner,14-08-2017,8,CardioSync,Model-150,Japan,23047.06683,22.30870394,2,2,3,Component software patch after detecting battery wear; functionality restored. data loss sensor replacement,68985,12,35789.37457,0.475366685,0.663897141,Medium Risk,1
MD03027,X-Ray Machine,07-07-2021,4,RescueTech,Model-400,Italy,11940.07175,7.809377099,2,1,2,abnormal sound caused operational delay; component upgrade initiated. component issue non-critical warning,34615,12,34952.15176,0.257373027,0.2004346,Medium Risk,1
MD03028,MRI Scanner,04-12-2020,5,MedEquip,Model-150,USA,23710.38851,16.04793384,3,2,3,Routine check completed; battery wear observed during diagnostics. data loss critical malfunction,45081,12,21394.19504,0.583896654,0.389281566,High Risk,2
MD03029,CT Scanner,01-05-2015,10,ImagingTech,Model-650,Italy,6527.56924,8.361632546,2,2,2,Routine check completed; software crash observed during diagnostics. component issue driver update applied,84932,12,43747.87251,0.166422335,0.897190852,Medium Risk,1
MD03030,Infusion Pump,22-06-2022,3,RescueTech,Model-250,Italy,15603.00367,12.54317075,4,2,2,Component inspection after detecting voltage spike; functionality restored. component issue component review,27041,12,11038.73081,0.465857829,0.214635972,High Risk,2
MD03031,Infusion Pump,06-07-2015,10,UltraMed,Model-350,Japan,6444.343638,13.69975303,4,0,2,Routine check completed; circuit failure observed during diagnostics. component issue device required inspection,87372,12,27422.44429,0.047570417,0.689538424,Low Risk,0
MD03032,MRI Scanner,08-03-2021,4,ScanPro,Model-100,France,2641.839785,1.882342635,4,2,1,System performance degraded due to data lag; mitigation via system reset. minor issue minor issue,36652,12,16519.54338,-0.020665347,0.358836469,Medium Risk,1
